GEOID,label,TRACTCE10,NAME10,NAMELSAD10,INTPTLAT,INTPTLONG,long+,long-,lat+,lat-,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,"INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS) Less than $10,000",HEALTH INSURANCE COVERAGE With health insurance coverage,HEALTH INSURANCE COVERAGE With private health insurance,YEAR STRUCTURE BUILT Built 2014 or later,YEAR STRUCTURE BUILT Built 2010 to 2013,HOUSING TENURE Renter-occupied,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2015 or later,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2010 to 2014,VEHICLES AVAILABLE No vehicles available,VEHICLES AVAILABLE 2 vehicles available,VEHICLES AVAILABLE 3 or more vehicles available,OCCUPANTS PER ROOM 1.01 to 1.50,OCCUPANTS PER ROOM 1.51 or more,MORTGAGE STATUS Owner-occupied units Housing units with a mortgage,65 years and over,MARITAL STATUS Males 15 years and over Never married,MARITAL STATUS Females 15 years and over Never married,EDUCATIONAL ATTAINMENT Less than 9th grade,"EDUCATIONAL ATTAINMENT 9th to 12th grade, no diploma",Percent bachelor's degree or higher,PLACE OF BIRTH Native Different state,SEX AND AGE 62 years and over,White,Black or African American,American Indian and Alaska Native,Asian,Hispanic or Latino (of any race),Own children of the householder under 6 years,Own children of the householder 6 to 17 years,Mean travel time to work (minutes),Median household income (dollars),Mean household income (dollars),Total housing units,Homeowner vacancy rate,Rental vacancy rate,ROOM Median rooms,VALUE Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units with a mortgage Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units without a mortgage Median (dollars),GROSS RENT Occupied units paying rent Median (dollars),Population in households,YEAR OF ENTRY Population born outside the United States,YEAR OF ENTRY Foreign born,Total households,Total population,Sex ratio (males per 100 females),Median age (years),relation_max_fee,relation_min_fee
17031030702.00,0.00,30702.00,307.02,Census Tract 307.02,41.98,-87.65,-87.65,-87.66,41.98,41.98,0.00,0.00,0.04,0.03,0.17,0.09,0.05,0.05,0.17,0.29,0.00,0.09,0.04,0.08,0.93,0.74,0.00,0.00,0.42,0.13,0.21,0.34,0.17,0.03,0.01,0.02,0.65,0.07,0.40,0.35,0.00,0.03,0.73,0.14,0.23,0.65,0.11,0.00,0.23,0.03,37.00,0.00,36.90,73967.00,109335.00,708.00,0.00,0.00,3.30,200400.00,1845.00,852.00,1098.00,982.00,433.00,421.00,625.00,982.00,97.60,48.60,1028.00,791.00
17031030703.00,0.00,30703.00,307.03,Census Tract 307.03,41.98,-87.66,-87.65,-87.66,41.98,41.98,0.00,0.01,0.08,0.01,0.05,0.05,0.02,0.07,0.18,0.29,0.17,0.04,0.04,0.18,0.90,0.63,0.00,0.01,0.75,0.15,0.35,0.55,0.10,0.01,0.01,0.01,0.81,0.16,0.62,0.43,0.07,0.09,0.54,0.28,0.20,0.65,0.20,0.01,0.05,0.14,42.00,169.00,39.10,40670.00,55449.00,1948.00,0.00,6.20,3.60,235100.00,1883.00,796.00,793.00,2675.00,594.00,561.00,1688.00,2680.00,128.50,41.70,1313.00,672.00
17031030706.00,1.00,30706.00,307.06,Census Tract 307.06,41.98,-87.65,-87.65,-87.65,41.98,41.98,0.00,0.02,0.04,0.01,0.06,0.07,0.04,0.15,0.22,0.22,0.09,0.08,0.01,0.14,0.86,0.61,0.00,0.00,0.60,0.12,0.38,0.52,0.06,0.00,0.00,0.04,0.59,0.29,0.45,0.35,0.06,0.02,0.55,0.27,0.29,0.61,0.15,0.00,0.23,0.07,315.00,119.00,38.30,41331.00,59145.00,3159.00,0.80,12.30,3.40,171700.00,1540.00,817.00,1028.00,4270.00,1527.00,1476.00,2853.00,4270.00,116.80,46.10,1098.00,791.00
17031030800.00,0.00,30800.00,308.00,Census Tract 308,41.98,-87.66,-87.66,-87.67,41.98,41.98,0.00,0.01,0.02,0.03,0.05,0.02,0.04,0.07,0.23,0.24,0.16,0.10,0.04,0.09,0.97,0.86,0.00,0.00,0.51,0.10,0.39,0.20,0.23,0.04,0.00,0.00,0.61,0.06,0.49,0.42,0.02,0.05,0.70,0.31,0.23,0.80,0.04,0.00,0.09,0.14,260.00,288.00,40.10,72296.00,126111.00,2220.00,0.00,6.50,5.10,502000.00,2614.00,1211.00,1313.00,4190.00,762.00,646.00,1984.00,4376.00,86.30,41.00,1375.00,791.00
17031030900.00,0.00,30900.00,309.00,Census Tract 309,41.98,-87.67,-87.67,-87.68,41.98,41.98,0.00,0.06,0.04,0.00,0.08,0.02,0.04,0.07,0.19,0.23,0.13,0.08,0.07,0.01,0.82,0.70,0.00,0.00,0.61,0.14,0.32,0.23,0.23,0.02,0.00,0.00,0.77,0.09,0.53,0.40,0.03,0.06,0.61,0.29,0.14,0.65,0.16,0.00,0.10,0.14,190.00,123.00,34.90,88000.00,103493.00,1581.00,0.00,5.00,5.10,392200.00,2502.00,997.00,1279.00,3140.00,736.00,678.00,1492.00,3143.00,99.10,39.10,1375.00,858.00
17031031000.00,0.00,31000.00,310.00,Census Tract 310,41.97,-87.67,-87.67,-87.67,41.98,41.97,0.00,0.02,0.08,0.04,0.11,0.04,0.03,0.09,0.19,0.22,0.12,0.04,0.02,0.03,0.89,0.75,0.01,0.01,0.62,0.19,0.48,0.22,0.16,0.02,0.01,0.00,0.80,0.08,0.58,0.53,0.04,0.02,0.66,0.34,0.11,0.81,0.04,0.00,0.08,0.16,260.00,279.00,36.30,72964.00,98652.00,2118.00,0.00,5.90,4.40,410100.00,2491.00,919.00,1218.00,4061.00,793.00,756.00,1965.00,4078.00,92.40,35.10,1279.00,1069.00
17031031100.00,1.00,31100.00,311.00,Census Tract 311,41.97,-87.66,-87.66,-87.67,41.98,41.97,0.00,0.01,0.09,0.01,0.09,0.01,0.04,0.09,0.17,0.31,0.13,0.03,0.03,0.08,0.87,0.70,0.00,0.00,0.76,0.15,0.49,0.34,0.13,0.07,0.00,0.01,0.78,0.07,0.53,0.39,0.08,0.03,0.59,0.40,0.14,0.71,0.03,0.00,0.11,0.20,84.00,82.00,39.80,65462.00,81506.00,2378.00,0.00,2.20,4.40,315100.00,1869.00,872.00,1069.00,4579.00,976.00,949.00,2297.00,4666.00,103.40,39.00,1313.00,672.00
17031031200.00,0.00,31200.00,312.00,Census Tract 312,41.97,-87.66,-87.65,-87.66,41.98,41.97,0.02,0.00,0.06,0.02,0.12,0.05,0.03,0.08,0.15,0.11,0.25,0.12,0.00,0.26,0.87,0.49,0.00,0.01,0.76,0.13,0.44,0.45,0.14,0.00,0.06,0.04,0.77,0.07,0.60,0.43,0.08,0.12,0.43,0.20,0.14,0.62,0.22,0.01,0.12,0.14,336.00,638.00,36.90,35295.00,53892.00,3112.00,0.00,14.50,3.20,278800.00,1931.00,757.00,672.00,5438.00,2186.00,2124.00,2660.00,5720.00,134.50,36.30,1313.00,721.00
17031031300.00,0.00,31300.00,313.00,Census Tract 313,41.97,-87.65,-87.64,-87.65,41.98,41.97,0.00,0.02,0.03,0.01,0.07,0.11,0.01,0.11,0.12,0.29,0.13,0.07,0.03,0.10,0.88,0.57,0.00,0.04,0.69,0.17,0.42,0.44,0.11,0.00,0.02,0.06,0.71,0.22,0.55,0.42,0.04,0.04,0.50,0.26,0.27,0.53,0.22,0.00,0.20,0.11,235.00,711.00,39.10,42690.00,58707.00,4351.00,0.00,5.00,3.30,159500.00,1645.00,541.00,933.00,7454.00,2789.00,2571.00,4118.00,8037.00,104.30,43.60,1098.00,672.00
17031031400.00,0.00,31400.00,314.00,Census Tract 314,41.96,-87.64,-87.64,-87.65,41.96,41.96,0.00,0.01,0.04,0.02,0.05,0.02,0.05,0.13,0.24,0.27,0.10,0.04,0.04,0.05,0.95,0.88,0.00,0.00,0.47,0.17,0.33,0.32,0.11,0.01,0.00,0.02,0.61,0.11,0.54,0.41,0.01,0.04,0.78,0.38,0.22,0.74,0.13,0.00,0.10,0.08,205.00,47.00,34.10,68899.00,87943.00,3527.00,0.00,9.40,3.30,210600.00,1744.00,804.00,1177.00,4722.00,827.00,811.00,3087.00,4958.00,88.90,41.50,1443.00,782.00
17031031501.00,0.00,31501.00,315.01,Census Tract 315.01,41.97,-87.65,-87.65,-87.66,41.97,41.96,0.00,0.01,0.03,0.05,0.07,0.07,0.01,0.06,0.14,0.19,0.23,0.13,0.02,0.19,0.88,0.32,0.00,0.01,0.83,0.10,0.47,0.40,0.09,0.02,0.02,0.05,0.75,0.16,0.48,0.40,0.09,0.11,0.39,0.20,0.20,0.42,0.29,0.00,0.21,0.11,338.00,328.00,35.90,26915.00,46433.00,1998.00,11.90,6.50,3.70,220200.00,1840.00,719.00,721.00,3455.00,1686.00,1603.00,1776.00,4033.00,98.50,40.50,999.00,672.00
17031031502.00,0.00,31502.00,315.02,Census Tract 315.02,41.96,-87.65,-87.65,-87.66,41.97,41.96,0.01,0.01,0.04,0.01,0.12,0.09,0.02,0.05,0.09,0.21,0.30,0.06,0.01,0.24,0.82,0.48,0.00,0.00,0.90,0.23,0.40,0.54,0.12,0.01,0.02,0.07,0.83,0.12,0.68,0.52,0.05,0.09,0.38,0.19,0.10,0.47,0.41,0.02,0.06,0.19,303.00,370.00,33.10,24304.00,43539.00,2495.00,0.00,5.50,3.40,223400.00,1692.00,754.00,782.00,4439.00,1962.00,1800.00,2250.00,4439.00,111.80,32.60,1138.00,672.00
17031031700.00,1.00,31700.00,317.00,Census Tract 317,41.97,-87.66,-87.66,-87.67,41.97,41.96,0.00,0.02,0.06,0.00,0.09,0.06,0.04,0.07,0.17,0.25,0.16,0.05,0.04,0.17,0.87,0.65,0.00,0.00,0.71,0.18,0.52,0.39,0.17,0.02,0.00,0.03,0.93,0.02,0.67,0.58,0.01,0.06,0.56,0.39,0.07,0.61,0.24,0.01,0.05,0.12,463.00,444.00,38.00,44555.00,73107.00,3835.00,2.30,7.00,3.90,300200.00,2178.00,863.00,914.00,6870.00,1094.00,970.00,3471.00,7001.00,114.40,33.10,1458.00,672.00
17031031800.00,0.00,31800.00,318.00,Census Tract 318,41.97,-87.67,-87.67,-87.67,41.97,41.96,0.00,0.02,0.05,0.03,0.07,0.05,0.05,0.07,0.25,0.20,0.16,0.04,0.01,0.04,0.88,0.75,0.01,0.01,0.57,0.22,0.43,0.26,0.21,0.00,0.02,0.01,0.74,0.05,0.48,0.35,0.03,0.03,0.71,0.36,0.08,0.82,0.02,0.00,0.10,0.10,127.00,127.00,37.00,69167.00,95121.00,1013.00,0.00,5.40,4.50,321500.00,2185.00,721.00,1082.00,1763.00,269.00,258.00,936.00,1771.00,106.40,33.50,1218.00,914.00
17031031900.00,0.00,31900.00,319.00,Census Tract 319,41.96,-87.67,-87.67,-87.67,41.97,41.96,0.01,0.03,0.03,0.03,0.14,0.06,0.05,0.12,0.20,0.24,0.05,0.05,0.00,0.04,0.92,0.79,0.01,0.00,0.67,0.14,0.46,0.25,0.23,0.03,0.01,0.02,0.77,0.03,0.59,0.63,0.03,0.08,0.68,0.34,0.12,0.79,0.03,0.00,0.07,0.15,78.00,193.00,35.10,61211.00,88875.00,1326.00,0.00,5.20,4.40,314500.00,2563.00,754.00,1150.00,2512.00,499.00,458.00,1258.00,2526.00,90.20,34.10,1568.00,914.00
17031032100.00,1.00,32100.00,321.00,Census Tract 321,41.96,-87.65,-87.65,-87.66,41.96,41.96,0.00,0.02,0.04,0.04,0.07,0.02,0.07,0.14,0.21,0.18,0.13,0.03,0.06,0.13,0.91,0.70,0.00,0.00,0.74,0.18,0.45,0.45,0.12,0.04,0.02,0.02,0.91,0.11,0.56,0.55,0.00,0.03,0.63,0.36,0.16,0.81,0.06,0.00,0.04,0.22,223.00,331.00,37.40,52335.00,85070.00,4433.00,0.00,10.60,3.40,322700.00,2173.00,770.00,999.00,6975.00,1944.00,1812.00,3788.00,7117.00,89.00,35.30,1966.00,541.00
17031040100.00,0.00,40100.00,401.00,Census Tract 401,41.99,-87.68,-87.68,-87.69,41.99,41.98,0.00,0.02,0.08,0.04,0.08,0.05,0.02,0.08,0.14,0.29,0.10,0.06,0.03,0.04,0.92,0.78,0.01,0.01,0.50,0.17,0.33,0.14,0.33,0.04,0.01,0.01,0.72,0.07,0.38,0.35,0.04,0.07,0.58,0.30,0.15,0.84,0.06,0.01,0.04,0.20,349.00,300.00,35.80,79688.00,104460.00,1797.00,2.50,10.70,5.00,366700.00,2513.00,897.00,1160.00,3682.00,822.00,815.00,1599.00,3893.00,106.60,37.70,1279.00,858.00
17031040201.00,0.00,40201.00,402.01,Census Tract 402.01,41.97,-87.69,-87.69,-87.70,41.98,41.97,0.00,0.05,0.05,0.02,0.08,0.04,0.04,0.09,0.11,0.29,0.10,0.09,0.04,0.04,0.88,0.71,0.00,0.01,0.62,0.21,0.46,0.21,0.24,0.05,0.01,0.01,0.67,0.07,0.46,0.48,0.05,0.06,0.58,0.25,0.11,0.69,0.04,0.00,0.11,0.24,556.00,589.00,37.40,68082.00,83024.00,3128.00,0.00,3.70,5.00,338600.00,2372.00,966.00,1225.00,7035.00,1922.00,1803.00,2988.00,7040.00,95.60,33.40,1363.00,1054.00
17031040202.00,1.00,40202.00,402.02,Census Tract 402.02,41.98,-87.69,-87.69,-87.70,41.98,41.98,0.00,0.05,0.04,0.01,0.13,0.05,0.01,0.06,0.15,0.28,0.16,0.05,0.01,0.15,0.83,0.57,0.00,0.00,0.64,0.18,0.39,0.24,0.27,0.02,0.02,0.00,0.71,0.09,0.52,0.37,0.07,0.05,0.46,0.13,0.12,0.56,0.06,0.00,0.27,0.20,597.00,729.00,38.30,39601.00,61993.00,3174.00,0.00,6.70,4.20,184900.00,1834.00,475.00,1054.00,6953.00,3121.00,3057.00,2963.00,7194.00,120.10,35.60,1373.00,1072.00
17031040300.00,0.00,40300.00,403.00,Census Tract 403,41.98,-87.70,-87.70,-87.71,41.98,41.97,0.00,0.04,0.07,0.00,0.07,0.05,0.02,0.13,0.19,0.31,0.09,0.02,0.02,0.02,0.95,0.83,0.00,0.00,0.28,0.03,0.30,0.03,0.41,0.11,0.00,0.00,0.64,0.07,0.25,0.35,0.05,0.06,0.54,0.20,0.25,0.63,0.04,0.00,0.27,0.13,163.00,251.00,36.10,96369.00,116155.00,1156.00,3.50,3.20,5.90,372900.00,2625.00,638.00,1186.00,2904.00,1155.00,1092.00,1079.00,2999.00,67.90,45.00,1373.00,1054.00
17031040401.00,0.00,40401.00,404.01,Census Tract 404.01,41.97,-87.69,-87.68,-87.69,41.97,41.97,0.00,0.01,0.10,0.02,0.07,0.01,0.03,0.06,0.20,0.29,0.13,0.02,0.06,0.01,0.95,0.88,0.00,0.00,0.45,0.17,0.35,0.16,0.37,0.07,0.02,0.00,0.71,0.06,0.40,0.43,0.01,0.03,0.69,0.30,0.12,0.82,0.06,0.00,0.07,0.20,351.00,108.00,38.30,90243.00,116242.00,1420.00,0.00,0.00,5.50,472000.00,2697.00,1040.00,1215.00,3182.00,680.00,616.00,1327.00,3182.00,103.70,36.20,1363.00,1078.00
17031040402.00,0.00,40402.00,404.02,Census Tract 404.02,41.97,-87.68,-87.68,-87.68,41.98,41.97,0.00,0.01,0.01,0.02,0.05,0.00,0.03,0.14,0.25,0.26,0.14,0.07,0.02,0.04,0.93,0.88,0.03,0.00,0.61,0.17,0.57,0.17,0.17,0.02,0.00,0.00,0.85,0.02,0.44,0.48,0.01,0.00,0.78,0.41,0.06,0.85,0.02,0.00,0.08,0.08,422.00,508.00,36.00,81496.00,126439.00,2645.00,0.00,9.90,4.50,407800.00,2530.00,654.00,1169.00,5035.00,554.00,454.00,2479.00,5035.00,111.40,32.80,1279.00,1082.00
17031040600.00,0.00,40600.00,406.00,Census Tract 406,41.97,-87.68,-87.68,-87.69,41.97,41.96,0.00,0.00,0.04,0.03,0.06,0.04,0.04,0.10,0.22,0.26,0.11,0.07,0.04,0.06,0.87,0.80,0.00,0.01,0.63,0.16,0.43,0.20,0.16,0.09,0.00,0.01,0.82,0.04,0.44,0.51,0.01,0.03,0.75,0.31,0.09,0.92,0.04,0.00,0.02,0.17,318.00,165.00,36.90,85745.00,115697.00,1342.00,0.00,8.20,4.90,610900.00,2677.00,0.00,1226.00,2702.00,392.00,380.00,1147.00,2702.00,73.90,34.60,1363.00,1078.00
17031040700.00,0.00,40700.00,407.00,Census Tract 407,41.97,-87.69,-87.69,-87.70,41.97,41.96,0.00,0.01,0.07,0.02,0.10,0.03,0.08,0.11,0.19,0.21,0.12,0.05,0.02,0.03,0.90,0.79,0.00,0.00,0.55,0.15,0.32,0.23,0.18,0.04,0.02,0.00,0.81,0.03,0.40,0.36,0.05,0.05,0.65,0.37,0.12,0.79,0.03,0.00,0.06,0.18,284.00,241.00,36.50,76750.00,99619.00,1638.00,0.00,1.10,5.00,356500.00,2243.00,798.00,1336.00,3325.00,690.00,616.00,1529.00,3325.00,90.30,36.40,1363.00,1064.00
17031040800.00,0.00,40800.00,408.00,Census Tract 408,41.96,-87.69,-87.69,-87.70,41.97,41.96,0.00,0.03,0.05,0.01,0.05,0.03,0.05,0.12,0.19,0.27,0.10,0.07,0.03,0.02,0.94,0.87,0.00,0.00,0.59,0.10,0.50,0.21,0.17,0.01,0.00,0.00,0.66,0.05,0.46,0.32,0.04,0.07,0.65,0.35,0.19,0.80,0.04,0.00,0.07,0.09,185.00,114.00,39.60,74688.00,96945.00,822.00,0.00,0.00,5.40,382600.00,2321.00,976.00,1363.00,1701.00,298.00,277.00,795.00,1813.00,99.90,36.60,1353.00,1078.00
17031040900.00,0.00,40900.00,409.00,Census Tract 409,41.96,-87.68,-87.68,-87.69,41.97,41.96,0.00,0.03,0.04,0.00,0.06,0.01,0.08,0.12,0.19,0.27,0.10,0.09,0.02,0.03,0.92,0.83,0.02,0.01,0.65,0.12,0.47,0.29,0.26,0.01,0.00,0.02,0.64,0.03,0.54,0.55,0.01,0.01,0.75,0.38,0.09,0.89,0.02,0.00,0.02,0.05,78.00,134.00,38.30,76607.00,118771.00,1150.00,6.80,10.20,4.40,469600.00,2970.00,665.00,1078.00,1901.00,155.00,139.00,969.00,1909.00,79.90,34.40,1363.00,1126.00
17031050100.00,0.00,50100.00,501.00,Census Tract 501,41.96,-87.68,-87.67,-87.68,41.96,41.96,0.00,0.05,0.06,0.01,0.03,0.02,0.02,0.10,0.28,0.23,0.10,0.06,0.05,0.04,0.94,0.89,0.02,0.05,0.57,0.17,0.47,0.18,0.24,0.09,0.00,0.00,0.83,0.04,0.48,0.42,0.04,0.04,0.74,0.37,0.10,0.84,0.04,0.01,0.06,0.08,215.00,335.00,37.80,95750.00,125541.00,1254.00,6.10,9.40,5.60,443300.00,2502.00,1070.00,1568.00,2711.00,288.00,237.00,1124.00,2711.00,97.00,33.30,1634.00,1126.00
17031050200.00,0.00,50200.00,502.00,Census Tract 502,41.96,-87.68,-87.68,-87.69,41.96,41.96,0.00,0.01,0.04,0.02,0.08,0.01,0.04,0.10,0.27,0.19,0.18,0.05,0.03,0.02,0.97,0.88,0.01,0.02,0.43,0.07,0.37,0.18,0.30,0.04,0.01,0.00,0.75,0.15,0.37,0.31,0.04,0.03,0.60,0.33,0.16,0.86,0.03,0.00,0.04,0.10,547.00,722.00,35.90,74375.00,129277.00,2464.00,2.60,3.80,5.30,537900.00,2910.00,963.00,1232.00,5214.00,579.00,505.00,2270.00,5214.00,93.00,36.70,1570.00,1078.00
17031050300.00,0.00,50300.00,503.00,Census Tract 503,41.96,-87.69,-87.69,-87.69,41.96,41.96,0.00,0.03,0.04,0.02,0.02,0.04,0.04,0.12,0.19,0.29,0.09,0.08,0.04,0.05,0.92,0.77,0.01,0.01,0.65,0.16,0.33,0.05,0.36,0.08,0.01,0.01,0.80,0.05,0.40,0.31,0.03,0.07,0.61,0.20,0.16,0.80,0.00,0.01,0.13,0.23,215.00,309.00,36.00,79183.00,106348.00,1142.00,8.90,0.00,5.20,464900.00,2349.00,865.00,1353.00,2562.00,603.00,574.00,1076.00,2562.00,104.60,38.40,1570.00,987.00
17031050500.00,0.00,50500.00,505.00,Census Tract 505,41.95,-87.68,-87.68,-87.69,41.95,41.95,0.00,0.01,0.03,0.01,0.09,0.03,0.03,0.15,0.19,0.27,0.16,0.01,0.02,0.03,0.95,0.87,0.05,0.05,0.50,0.14,0.40,0.12,0.32,0.04,0.01,0.00,0.85,0.07,0.39,0.34,0.01,0.04,0.73,0.30,0.09,0.89,0.01,0.00,0.03,0.07,763.00,984.00,35.70,121591.00,179438.00,2328.00,0.00,0.00,5.80,713700.00,3273.00,1251.00,1570.00,6291.00,573.00,444.00,2218.00,6311.00,96.70,34.30,1804.00,1232.00
17031050600.00,0.00,50600.00,506.00,Census Tract 506,41.95,-87.68,-87.67,-87.68,41.95,41.95,0.00,0.00,0.05,0.03,0.08,0.03,0.07,0.11,0.27,0.13,0.14,0.07,0.03,0.01,0.98,0.95,0.00,0.01,0.49,0.20,0.44,0.16,0.24,0.04,0.00,0.01,0.73,0.06,0.40,0.55,0.00,0.00,0.82,0.39,0.09,0.92,0.00,0.00,0.07,0.05,129.00,184.00,34.90,104955.00,162430.00,1194.00,4.40,9.60,4.70,463500.00,2825.00,1074.00,1634.00,2238.00,178.00,162.00,1093.00,2238.00,92.80,33.50,1804.00,1218.00
17031050700.00,0.00,50700.00,507.00,Census Tract 507,41.95,-87.68,-87.67,-87.68,41.95,41.94,0.00,0.02,0.04,0.01,0.09,0.05,0.04,0.10,0.25,0.22,0.09,0.08,0.03,0.03,0.98,0.98,0.00,0.00,0.30,0.13,0.44,0.10,0.29,0.04,0.01,0.01,0.87,0.04,0.41,0.38,0.00,0.03,0.85,0.44,0.07,0.93,0.00,0.00,0.04,0.03,156.00,172.00,35.30,128676.00,172817.00,719.00,3.90,0.00,5.10,479500.00,2744.00,1008.00,1804.00,1593.00,88.00,75.00,674.00,1593.00,88.30,31.90,1880.00,1319.00
17031050800.00,0.00,50800.00,508.00,Census Tract 508,41.95,-87.68,-87.68,-87.68,41.95,41.94,0.00,0.03,0.08,0.04,0.11,0.00,0.04,0.10,0.31,0.18,0.05,0.04,0.01,0.02,0.95,0.90,0.00,0.00,0.51,0.14,0.42,0.13,0.29,0.04,0.01,0.00,0.68,0.04,0.39,0.44,0.03,0.02,0.78,0.37,0.08,0.93,0.01,0.00,0.02,0.12,149.00,220.00,40.70,111190.00,159649.00,625.00,0.00,0.00,5.50,699800.00,3440.00,1090.00,1551.00,1476.00,179.00,158.00,588.00,1476.00,98.10,33.50,1804.00,1319.00
17031050900.00,0.00,50900.00,509.00,Census Tract 509,41.94,-87.69,-87.68,-87.69,41.95,41.94,0.01,0.04,0.07,0.04,0.08,0.04,0.03,0.08,0.21,0.28,0.07,0.05,0.01,0.02,0.88,0.81,0.02,0.02,0.57,0.14,0.48,0.08,0.38,0.04,0.00,0.00,0.68,0.03,0.35,0.29,0.03,0.00,0.66,0.28,0.10,0.82,0.01,0.00,0.09,0.13,148.00,218.00,34.60,87625.00,131112.00,697.00,0.00,4.30,5.30,556500.00,3598.00,1158.00,1511.00,1462.00,250.00,208.00,587.00,1462.00,113.10,33.70,1804.00,1264.00
17031051000.00,0.00,51000.00,510.00,Census Tract 510,41.94,-87.69,-87.68,-87.69,41.94,41.94,0.00,0.01,0.10,0.03,0.07,0.05,0.04,0.15,0.20,0.21,0.11,0.02,0.02,0.07,0.96,0.87,0.01,0.02,0.43,0.16,0.49,0.13,0.30,0.04,0.00,0.00,0.80,0.07,0.45,0.46,0.06,0.01,0.72,0.30,0.08,0.86,0.04,0.00,0.07,0.24,257.00,197.00,37.80,106310.00,142655.00,790.00,2.30,2.40,5.00,557300.00,2750.00,1007.00,1444.00,1783.00,309.00,285.00,740.00,1783.00,99.20,32.70,1570.00,1264.00
17031051100.00,0.00,51100.00,511.00,Census Tract 511,41.94,-87.68,-87.68,-87.68,41.94,41.94,0.00,0.06,0.02,0.03,0.15,0.00,0.02,0.12,0.31,0.15,0.07,0.05,0.02,0.01,0.96,0.88,0.02,0.04,0.42,0.12,0.43,0.14,0.31,0.02,0.00,0.00,0.76,0.04,0.34,0.23,0.08,0.00,0.77,0.31,0.08,0.88,0.00,0.00,0.03,0.19,266.00,166.00,34.60,124583.00,175780.00,742.00,4.40,13.10,5.40,590300.00,3213.00,673.00,1319.00,1670.00,335.00,285.00,644.00,1670.00,110.30,34.40,1804.00,1439.00
17031051200.00,0.00,51200.00,512.00,Census Tract 512,41.94,-87.68,-87.67,-87.68,41.94,41.94,0.00,0.03,0.08,0.01,0.05,0.02,0.05,0.16,0.23,0.25,0.06,0.04,0.03,0.01,0.94,0.88,0.01,0.02,0.60,0.18,0.48,0.10,0.34,0.01,0.00,0.00,0.69,0.01,0.41,0.45,0.04,0.05,0.76,0.40,0.06,0.82,0.10,0.00,0.04,0.10,159.00,197.00,35.10,120865.00,210935.00,663.00,0.00,0.00,5.60,768800.00,3273.00,1375.00,1554.00,1563.00,128.00,111.00,599.00,1623.00,95.80,30.90,1880.00,1319.00
17031051300.00,0.00,51300.00,513.00,Census Tract 513,41.94,-87.68,-87.67,-87.68,41.94,41.93,0.00,0.03,0.04,0.03,0.07,0.03,0.05,0.11,0.26,0.23,0.08,0.03,0.03,0.00,0.97,0.94,0.02,0.02,0.28,0.11,0.42,0.04,0.49,0.05,0.00,0.00,0.74,0.04,0.38,0.30,0.00,0.01,0.85,0.25,0.07,0.93,0.00,0.00,0.03,0.07,435.00,257.00,35.70,149271.00,208332.00,1196.00,3.10,12.30,5.70,496400.00,3029.00,894.00,1802.00,2783.00,207.00,165.00,1125.00,2783.00,106.00,33.90,1880.00,1319.00
17031051400.00,0.00,51400.00,514.00,Census Tract 514,41.94,-87.68,-87.68,-87.68,41.94,41.93,0.00,0.04,0.08,0.03,0.08,0.02,0.05,0.09,0.26,0.20,0.06,0.07,0.03,0.02,0.95,0.83,0.01,0.00,0.43,0.18,0.42,0.20,0.32,0.02,0.01,0.00,0.88,0.03,0.46,0.45,0.03,0.07,0.69,0.32,0.07,0.78,0.03,0.00,0.05,0.07,143.00,221.00,34.10,100795.00,151142.00,1409.00,9.90,0.00,4.80,443400.00,2707.00,775.00,1439.00,1814.00,242.00,226.00,787.00,1814.00,113.90,33.50,1802.00,1319.00
17031060100.00,0.00,60100.00,601.00,Census Tract 601,41.96,-87.67,-87.66,-87.67,41.96,41.95,0.00,0.04,0.04,0.05,0.05,0.02,0.05,0.12,0.32,0.19,0.06,0.03,0.04,0.02,0.96,0.90,0.00,0.01,0.52,0.18,0.48,0.13,0.25,0.06,0.00,0.00,0.85,0.03,0.57,0.54,0.03,0.01,0.76,0.34,0.07,0.88,0.04,0.00,0.03,0.13,214.00,395.00,35.80,91298.00,152772.00,1315.00,4.30,1.40,5.00,428200.00,2547.00,850.00,1458.00,2773.00,327.00,300.00,1227.00,2773.00,92.00,34.70,1479.00,541.00
17031060200.00,0.00,60200.00,602.00,Census Tract 602,41.96,-87.67,-87.67,-87.68,41.96,41.96,0.01,0.01,0.07,0.02,0.10,0.01,0.03,0.11,0.21,0.20,0.13,0.09,0.01,0.05,0.89,0.78,0.00,0.02,0.71,0.16,0.42,0.30,0.17,0.04,0.01,0.03,0.58,0.05,0.60,0.60,0.05,0.01,0.74,0.36,0.09,0.89,0.01,0.00,0.06,0.20,132.00,226.00,38.10,69650.00,120007.00,1177.00,0.00,5.20,4.30,485000.00,3073.00,886.00,1218.00,2274.00,390.00,379.00,1107.00,2279.00,96.60,31.30,1634.00,1150.00
